mffc_a_std,mffc_a_mean,mffc_b_std,mffc_b_mean,mffc_c_std,mffc_c_mean,mffc_d_std,mffc_d_mean,mffc_e_std,mffc_e_mean,mffc_f_std,mffc_f_mean,mffc_g_std,mffc_g_mean,mffc_h_std,mffc_h_mean,mffc_i_std,mffc_i_mean,mffc_j_std,mffc_j_mean,mffc_k_std,mffc_k_mean,mffc_l_std,mffc_l_mean,mffc_m_std,mffc_m_mean,carti
21.40664574606523,187.32806776376785,4.18436506769183,-3.3626815051707637,2.815566381368407,-0.4154300550600059,2.88772365226277,-3.8812386760828472,2.118247363302108,6.128432319117754,2.112291009515704,-6.164237156911019,1.7099755121265423,4.407624300548654,1.7134091970636784,-1.3522397983948924,1.594349833982546,1.1365389827376742,1.5487132096820768,0.7838384492187604,1.5094056985878346,-0.4701060005547543,1.3720704298954918,0.6483496043633784,1.3741702630943688,-0.12404310773263608,False
20.72025818989901,184.56511680390773,4.372646128993839,-2.6458629090038857,3.8137724655317142,-3.867636595313915,2.6204469188176414,-5.434472518074352,2.5466652606318867,9.05574931409192,2.5444449000996667,-9.225898585464934,1.9489999372586908,5.361331420793071,1.7396030727118272,-1.6259064677883086,1.6633907582790324,1.3879067815526025,2.1611614959345014,1.2650882758338169,2.1072985917878286,-1.9613258544412608,1.6549053932390567,1.249575078181623,1.255772719598703,-0.36383792565339657,False
20.467676222328784,190.1833628149189,3.7635588731098095,0.34352594552072185,2.639848836471732,-1.1564477020537007,2.196577833555106,-5.060784641635309,2.1184946043954813,7.594073816357166,1.9508681795581635,-5.321959034626605,1.4675824427714208,4.398994423504013,1.5567428167818256,-1.6816159619950868,1.323177140854732,1.816090816123175,1.2888304292792556,0.22314026267567305,1.2423529622297158,-0.5318628233460574,1.2425485702850858,0.4038231599864357,1.0966027430273515,-0.049476388816309835,False
20.046993249828965,195.1167073057813,3.436695750276991,-2.2969837988820787,2.4267858431785507,0.7629234980898261,1.9967233148201609,-4.126257279797314,1.7127553993806888,5.865512500074241,1.552280481659289,-5.003249728891144,1.309293121490658,3.6083246578658468,1.3280576759282627,-2.281648266642234,1.3406698258807659,0.9543615966403748,1.2388059321586629,-0.02471214566221028,1.1363434701672914,-0.13986141073932512,1.1684471044987634,0.2531223140698013,1.0066814749319275,-0.1874343277991771,False
19.076648254587475,188.84853197233926,4.509295877070397,-2.357882905879573,2.891273367711439,1.306370899172753,2.2567965509164,-4.0225087522046925,1.8468179588015317,5.27035699700294,2.094377760641649,-4.913019647157824,1.5695908009558892,4.766517305471519,1.5747618757961008,-1.087334578072594,1.5782879172960027,0.9761808136498896,1.6329310429698811,-0.19415084642826325,1.3856057388768197,-0.7848457615929076,1.2792769645365878,0.9076529579593848,1.3401529361493072,-0.4844971735757436,False
28.160341984598052,187.91814672583962,4.087502831010156,-2.946610483176854,4.2077926119520335,1.3475042766954788,2.906552551924616,-3.1294568783810983,2.576348122140081,6.947344149396509,2.14249591953577,-6.268865879156118,1.6969961811438818,5.035201938177928,1.3318248267874038,-1.7395276438431166,1.5439599518092526,0.5308686619720259,1.6048094275005949,0.424242759314864,1.567266999506121,-0.5577194942793894,1.3512959690487898,0.15569050923395794,1.2229435042161614,-0.1221262335438944,False
17.729894475353642,184.6186799207514,5.085315539094153,-2.1720171367071712,3.7177718484463407,-1.1568245117102143,3.16017870724298,-3.151233448010826,2.9463408280639114,6.957063647442727,2.0600555006617682,-5.9419835837315045,1.6537270269095268,3.2700264557570557,1.4360733614269057,-1.4857153197596302,1.529837261670378,1.5532144688405285,1.8506538216903596,0.6521513489244564,1.7905312564625433,-0.4596597966548784,1.3914303634183585,0.1766499480191226,1.307047871049036,-0.1112804091484402,False
19.32391266955205,189.10620220335616,4.991290279894839,-3.2685655561666547,3.670596982309844,1.2103611560305232,3.1545249455149063,-4.8516348195338255,2.2877925210518018,5.553983330863915,1.9323656585304028,-5.633491468885173,1.9704136736059263,3.862836348289081,2.170748260955937,-1.750787542796596,1.6174169876856346,0.7739449601883163,1.523871981550004,-1.2126187677844344,1.567724497656106,0.29414035200039457,1.360338576104195,0.045994686887917885,1.1927049693989098,0.4715229847927229,False
28.91572051760614,181.4627413736609,3.613342888362797,0.03310199354032882,2.754779828501052,3.5564233543157036,2.6111563159918307,-4.266950711456341,2.070917459049656,5.523734799133303,2.2060164868104293,-4.8300776095639675,1.449433001696917,3.4236785876469966,1.6051728344990317,-3.1270046525747013,1.4523565629926072,0.7500426706241131,1.3731027445504849,-1.1060627963890977,1.2317383024116295,0.2211204937718917,1.1648389200121565,-0.4437516551211727,1.0282243237133817,0.30141377675791586,False
28.587775801138932,175.66161295220869,5.993170643359005,0.7972714355562723,4.790293566796362,4.046640262964298,3.1503354695505386,-2.4142782322806298,1.9686881937994116,5.011520804450323,2.208973932447591,-4.7714303272479786,1.542367323416319,3.8588206248274886,1.6105191572147886,-1.4856388798171023,1.3636682709869403,1.4450716543824147,1.6067503955050908,-0.2097592754076764,1.6809597164385477,-0.044066597500573616,1.4077764335395293,-0.4553923305707495,1.3731826181420679,0.0961520371343032,False
